6.767027	26.23502	-95.819939
6.664718	26.629642	-94.168373
16.194096	38.541363	-125.942703
6.343175	26.892721	-94.957611
6.606256	26.688103	-95.162231
6.82549	25.913477	-96.594559
17.9772	38.468285	-125.665009
6.986261	26.4981	-95.089157
6.343175	26.805029	-95.264542
6.679334	26.717335	-102.294647
17.231804	38.073662	-125.913475
6.869336	26.381174	-95.556854
6.606256	26.541945	-94.650688
15.507162	38.555977	-107.17627
18.094124	38.424438	-126.541946
6.883952	26.425022	-95.337624
6.606256	26.439636	-95.469162
17.9772	38.132126	-126.132713
6.737796	26.556564	-94.986847
6.635486	26.4981	-95.819939
6.810874	26.322714	-100.277695
15.974861	38.395206	-126.10347
6.693949	26.980415	-95.366852
6.942414	26.381174	-95.235313
14.381761	38.19059	-106.313942
17.9772	38.585209	-126.468872
6.474715	26.805029	-95.249924
6.810874	26.761181	-95.29377
17.684887	38.745983	-125.986549
7.000877	26.921951	-95.103767
6.650102	27.024263	-96.141479
6.767027	26.863491	-98.713829
18.035662	38.482899	-126.264252
6.942414	27.009645	-95.001457
6.562409	26.483484	-94.913773
13.110201	26.585793	-104.457764
17.714119	38.541363	-126.439644
6.430868	26.483484	-95.016083
6.679334	26.834259	-95.118385
16.427944	38.541363	-126.132713
6.401637	26.410406	-95.220695
6.343175	26.571178	-95.337624
6.4601	26.410406	-97.983047
17.728733	38.789825	-126.615021
6.796259	26.249636	-95.089157
6.153172	26.322714	-95.498398
4.764689	26.381174	-102.879272
17.699503	38.073662	-125.767311
6.474715	27.097342	-95.6884
6.387022	26.571178	-95.586082
15.667933	38.497517	-126.264252
17.567963	38.541363	-126.834259
6.72318	26.995029	-95.089157
7.132418	26.161942	-96.273018
17.918737	38.30751	-126.60041
6.693949	26.351944	-95.454544
6.59164	26.629642	-95.001457
6.767027	26.819643	-101.271561
16.384098	38.161354	-125.811172
6.240865	26.951185	-95.6007
6.401637	26.4981	-95.323006
14.674072	37.883659	-108.418594
17.962584	38.175972	-126.775803
6.781643	26.556564	-95.191467
6.518562	26.52733	-95.819939
17.494884	38.614441	-125.606552
6.48933	26.46887	-95.089157
6.372406	26.761181	-96.199944
6.182403	26.761181	-100.175392
15.404852	38.629055	-126.629639
6.72318	26.921951	-95.673782
6.547793	26.688103	-95.819939
13.914061	27.681965	-105.36393
17.831043	38.424438	-126.629639
6.635486	26.556564	-95.133003
6.664718	26.600409	-95.732239
17.377958	38.672905	-126.4981
6.708565	26.848873	-95.776085
7.147033	26.52733	-95.29377
6.606256	26.541945	-98.523827
18.064894	38.512131	-125.884247
6.708565	26.848873	-94.899155
6.445484	26.439636	-95.966095
5.086232	26.688103	-104.618538
17.728733	38.088276	-126.059631
6.562409	26.322714	-95.673782
6.708565	26.629642	-96.156097
16.691027	38.409824	-125.781929
6.752411	27.170416	-95.556854
6.72318	26.439636	-95.176849
6.445484	26.381174	-97.383804
17.860275	38.175972	-126.556564
6.737796	26.26425	-95.206085
6.942414	25.869629	-95.498398
6.372406	26.439636	-102.937737
17.947969	37.927505	-126.235023
6.927799	26.351944	-95.513008
6.927799	26.4981	-95.571472
16.047939	37.635197	-126.746574
18.123356	38.292896	-126.395782
6.927799	26.46887	-94.387611
6.547793	26.191172	-95.410698
17.684887	38.263668	-126.512718
6.781643	26.23502	-95.264542
6.416252	26.702721	-95.980713
7.234727	26.658873	-101.490799
16.51564	38.409824	-126.571182
6.737796	26.351944	-96.068398
6.679334	26.585793	-95.118385
14.308682	38.702133	-106.430862
18.035662	37.883659	-127.009644
7.176264	26.805029	-95.29377
6.708565	26.483484	-95.849167
18.00643	38.234432	-126.235023
6.737796	26.483484	-95.366852
6.854721	26.702721	-95.513008
6.679334	26.834259	-98.93306
15.434083	38.468285	-126.688095
6.810874	26.761181	-95.556854
6.767027	27.038877	-95.556854
12.671733	23.487286	-105.787781
17.553347	38.24905	-127.068115
6.328559	26.585793	-96.375328
6.255481	26.673487	-96.156097
16.983337	38.629055	-126.556564
